timestamp,machine_id,score,is_anomaly
2025-08-27T05:30:00Z,13,0,0
2025-08-27T05:45:00Z,13,0,0
2025-08-27T06:00:00Z,13,0,0
2025-08-27T06:15:00Z,13,0,0
2025-08-27T06:30:00Z,13,0,0
2025-08-27T06:45:00Z,13,0,0
2025-08-27T07:00:00Z,13,0,0
2025-08-27T07:15:00Z,13,0,0
2025-08-27T07:30:00Z,13,0,0
2025-08-27T07:45:00Z,13,0,0
2025-08-27T08:00:00Z,13,0,0
2025-08-27T08:15:00Z,13,0,0
2025-08-27T08:30:00Z,13,0,0
2025-08-27T08:45:00Z,13,0,0
2025-08-27T09:00:00Z,13,0,0
2025-08-27T09:15:00Z,13,0,0
2025-08-27T09:30:00Z,13,0,0
2025-08-27T09:45:00Z,13,0,0
2025-08-27T10:00:00Z,13,0,0
2025-08-27T10:15:00Z,13,0,0
2025-08-27T10:30:00Z,13,0,0
2025-08-27T10:45:00Z,13,0,0
2025-08-27T11:00:00Z,13,0,0
2025-08-27T11:15:00Z,13,0,0
2025-08-27T11:30:00Z,13,0,0
2025-08-27T11:45:00Z,13,0,0
2025-08-27T12:00:00Z,13,0,0
2025-08-27T12:15:00Z,13,0,0
2025-08-27T12:30:00Z,13,0,0
2025-08-27T12:45:00Z,13,0,0
2025-08-27T13:00:00Z,13,0,0
2025-08-27T13:15:00Z,13,0,0
2025-08-27T13:30:00Z,13,0,0
2025-08-27T13:45:00Z,13,0,0
2025-08-27T14:00:00Z,13,0,0
2025-08-27T14:15:00Z,13,0,0
2025-08-27T14:30:00Z,13,0,0
2025-08-27T14:45:00Z,13,0,0
2025-08-27T15:00:00Z,13,0,0
2025-08-27T15:15:00Z,13,0,0
2025-08-27T15:30:00Z,13,0,0
2025-08-27T15:45:00Z,13,0,0
2025-08-27T16:00:00Z,13,0,0
2025-08-27T16:15:00Z,13,0,0
2025-08-27T16:30:00Z,13,0,0
2025-08-27T16:45:00Z,13,0,0
2025-08-27T17:00:00Z,13,0,0
2025-08-27T17:15:00Z,13,0,0
2025-08-27T17:30:00Z,13,0,0
2025-08-27T17:45:00Z,13,0,0
2025-08-27T18:00:00Z,13,0,0
2025-08-27T18:15:00Z,13,0,0
2025-08-27T18:30:00Z,13,0,0
2025-08-27T18:45:00Z,13,0,0
2025-08-27T19:00:00Z,13,0,0
2025-08-27T19:15:00Z,13,0,0
2025-08-27T19:30:00Z,13,0,0
2025-08-27T19:45:00Z,13,0,0
2025-08-27T20:00:00Z,13,0,0
2025-08-27T20:15:00Z,13,0,0
2025-08-27T20:30:00Z,13,0,0
2025-08-27T20:45:00Z,13,0,0
2025-08-27T21:00:00Z,13,0,0
2025-08-27T21:15:00Z,13,0,0
2025-08-27T21:30:00Z,13,0,0
2025-08-27T21:45:00Z,13,0,0
2025-08-27T22:00:00Z,13,0,0
2025-08-27T22:15:00Z,13,0,0
2025-08-27T22:30:00Z,13,0,0
2025-08-27T22:45:00Z,13,0,0
2025-08-27T23:00:00Z,13,0,0
2025-08-27T23:15:00Z,13,0,0
2025-08-27T23:30:00Z,13,0,0
2025-08-27T23:45:00Z,13,0,0
2025-08-28T00:00:00Z,13,0,0
2025-08-28T00:15:00Z,13,0,0
2025-08-28T00:30:00Z,13,0,0
2025-08-28T00:45:00Z,13,0,0
2025-08-28T01:00:00Z,13,0,0
2025-08-28T01:15:00Z,13,0,0
2025-08-28T01:30:00Z,13,0,0
2025-08-28T01:45:00Z,13,0,0
2025-08-28T02:00:00Z,13,0,0
2025-08-28T02:15:00Z,13,0,0
2025-08-28T02:30:00Z,13,0,0
2025-08-28T02:45:00Z,13,0,0
2025-08-28T03:00:00Z,13,0,0
2025-08-28T03:15:00Z,13,0,0
2025-08-28T03:30:00Z,13,0,0
2025-08-28T03:45:00Z,13,0,0
2025-08-28T04:00:00Z,13,0,0
2025-08-28T04:15:00Z,13,0,0
2025-08-28T04:30:00Z,13,0,0
2025-08-28T04:45:00Z,13,0,0
2025-08-28T05:00:00Z,13,0,0
2025-08-28T05:15:00Z,13,0,0
2025-08-28T05:30:00Z,13,0,0
2025-08-28T05:45:00Z,13,0,0
2025-08-28T06:00:00Z,13,0,0
2025-08-28T06:15:00Z,13,0,0
2025-08-27T05:27:00Z,19,0,1
2025-08-27T05:42:00Z,19,0,1
2025-08-27T05:57:00Z,19,0,1
2025-08-27T06:12:00Z,19,0,1
2025-08-27T06:27:00Z,19,0,1
2025-08-27T06:42:00Z,19,0,1
2025-08-27T06:57:00Z,19,0,1
2025-08-27T07:12:00Z,19,0,1
2025-08-27T07:27:00Z,19,0,1
2025-08-27T07:42:00Z,19,0,1
2025-08-27T07:57:00Z,19,0,1
2025-08-27T08:12:00Z,19,0,1
2025-08-27T08:27:00Z,19,0,1
2025-08-27T08:42:00Z,19,0,1
2025-08-27T08:57:00Z,19,0,1
2025-08-27T09:12:00Z,19,0,1
2025-08-27T09:27:00Z,19,0,1
2025-08-27T09:42:00Z,19,0,1
2025-08-27T09:57:00Z,19,0,1
2025-08-27T10:12:00Z,19,0,1
2025-08-27T10:27:00Z,19,0,1
2025-08-27T10:42:00Z,19,0,1
2025-08-27T10:57:00Z,19,0,1
2025-08-27T11:12:00Z,19,0,1
2025-08-27T11:27:00Z,19,0,1
2025-08-27T11:42:00Z,19,0,1
2025-08-27T11:57:00Z,19,0,1
2025-08-27T12:12:00Z,19,0,1
2025-08-27T12:27:00Z,19,0,1
2025-08-27T12:42:00Z,19,0,1
2025-08-27T12:57:00Z,19,0,1
2025-08-27T13:12:00Z,19,0,1
2025-08-27T13:27:00Z,19,0,1
2025-08-27T13:42:00Z,19,0,1
2025-08-27T13:57:00Z,19,0,1
2025-08-27T14:12:00Z,19,0,1
2025-08-27T14:27:00Z,19,0,1
2025-08-27T14:42:00Z,19,0,1
2025-08-27T14:57:00Z,19,0,1
2025-08-27T15:12:00Z,19,0,1
2025-08-27T15:27:00Z,19,0,1
2025-08-27T15:42:00Z,19,0,1
2025-08-27T15:57:00Z,19,0,1
2025-08-27T16:12:00Z,19,0,1
2025-08-27T16:27:00Z,19,0,1
2025-08-27T16:42:00Z,19,0,1
2025-08-27T16:57:00Z,19,0,1
2025-08-27T17:12:00Z,19,0,1
2025-08-27T17:27:00Z,19,0,1
2025-08-27T17:42:00Z,19,0,1
2025-08-27T17:57:00Z,19,0,1
2025-08-27T18:12:00Z,19,0,1
2025-08-27T18:27:00Z,19,0,1
2025-08-27T18:42:00Z,19,0,1
2025-08-27T18:57:00Z,19,0,1
2025-08-27T19:12:00Z,19,0,1
2025-08-27T19:27:00Z,19,0,1
2025-08-27T19:42:00Z,19,0,1
2025-08-27T19:57:00Z,19,0,1
2025-08-27T20:12:00Z,19,0,1
2025-08-27T20:27:00Z,19,0,1
2025-08-27T20:42:00Z,19,0,1
2025-08-27T20:57:00Z,19,0,1
2025-08-27T21:12:00Z,19,0,1
2025-08-27T21:27:00Z,19,0,1
2025-08-27T21:42:00Z,19,0,1
2025-08-27T21:57:00Z,19,0,1
2025-08-27T22:12:00Z,19,0,1
2025-08-27T22:27:00Z,19,0,1
2025-08-27T22:42:00Z,19,0,1
2025-08-27T22:57:00Z,19,0,1
2025-08-27T23:12:00Z,19,0,1
2025-08-27T23:27:00Z,19,0,1
2025-08-27T23:42:00Z,19,0,1
2025-08-27T23:57:00Z,19,0,1
2025-08-28T00:12:00Z,19,0,1
